timestamp_utc,camera_id,camera_name,anomaly_type,missing_equipment,observed_equipment,confidence,screenshot_path
2026-05-02T08:24:41.610470+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
2026-05-02T08:31:31.369633+00:00,cam_1,Entrance Camera,missing_ppe,vest,"56, helmet",0.0,
2026-05-02T08:34:52.195996+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
2026-05-02T08:41:59.260139+00:00,cam_1,Entrance Camera,missing_ppe,vest,"67, helmet",0.0,
2026-05-02T08:51:41.791033+00:00,cam_1,Entrance Camera,missing_ppe,vest,"56, helmet",0.0,
2026-05-02T08:51:51.000163+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:51:51.040469+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
2026-05-02T08:52:41.858941+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:43.145581+00:00,cam_1,Entrance Camera,missing_ppe,vest,"56, helmet",0.0,
2026-05-02T08:52:43.676163+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:44.061699+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:44.293020+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:44.749362+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:47.019728+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
2026-05-02T08:52:47.251405+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:48.832222+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:49.123057+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:52:53.677612+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
2026-05-02T08:54:07.749066+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-02T08:54:07.865389+00:00,cam_1,Entrance Camera,missing_ppe,vest,helmet,0.0,
